82	KEMET	A700V826M004ATE016	Al electrolytic	4	4.10792	0.016	0
82	KEMET	A700V826M004ATE018	Al electrolytic	4	3.87298	0.018	0
82	KEMET	A700V826M004ATE025	Al electrolytic	4	3.28634	0.025	0
82	KEMET	A700V826M004ATE028	Al electrolytic	4	3.10529	0.028	0
82	KEMET	A700V826M006ATE018	Al electrolytic	6.3	3.87298	0.018	0
82	KEMET	A700V826M006ATE025	Al electrolytic	6.3	3.28634	0.025	0
82	KEMET	A700V826M006ATE028	Al electrolytic	6.3	3.10529	0.028	0
82	KEMET	A700V826M2R5ATE018	Al electrolytic	2.5	3.87298	0.018	0
82	KEMET	A700V826M2R5ATE025	Al electrolytic	2.5	3.28634	0.025	0
82	KEMET	A700V826M2R5ATE028	Al electrolytic	2.5	3.10529	0.028	0
100	KEMET	A700X107M008ATE010	Al electrolytic	8	4.74342	0.01	0
100	KEMET	A700X107M008ATE012	Al electrolytic	8	4.33013	0.012	0
100	KEMET	A700X107M008ATE015	Al electrolytic	8	3.87298	0.015	0
100	KEMET	A700X107M010ATE010	Al electrolytic	10	4.74342	0.01	0
100	KEMET	A700X107M010ATE015	Al electrolytic	10	3.87298	0.015	0
100	KEMET	A700X107M12RATE012	Al electrolytic	12.5	4.33013	0.012	0
100	KEMET	A700X107M12RATE015	Al electrolytic	12.5	3.87298	0.015	0
120	KEMET	A700X127M010ATE010	Al electrolytic	10	4.74342	0.01	0
120	KEMET	A700X127M010ATE015	Al electrolytic	10	3.87298	0.015	0
150	KEMET	A700X157M006ATE010	Al electrolytic	6.3	4.74342	0.01	0
150	KEMET	A700X157M006ATE012	Al electrolytic	6.3	4.33013	0.012	0
150	KEMET	A700X157M006ATE015	Al electrolytic	6.3	3.87298	0.015	0
150	KEMET	A700X157M010ATE010	Al electrolytic	10	4.74342	0.01	0
150	KEMET	A700X157M010ATE015	Al electrolytic	10	3.87298	0.015	0
180	KEMET	A700X187M004ATE010	Al electrolytic	4	4.74342	0.01	0
180	KEMET	A700X187M004ATE015	Al electrolytic	4	3.87298	0.015	0
180	KEMET	A700X187M004ATE018	Al electrolytic	4	3.53553	0.018	0
180	KEMET	A700X187M006ATE010	Al electrolytic	6.3	4.74342	0.01	0
180	KEMET	A700X187M006ATE015	Al electrolytic	6.3	3.87298	0.015	0
180	KEMET	A700X187M2R5ATE010	Al electrolytic	2.5	4.74342	0.01	0
180	KEMET	A700X187M2R5ATE015	Al electrolytic	2.5	3.87298	0.015	0
180	KEMET	A700X187M2R5ATE018	Al electrolytic	2.5	3.53553	0.018	0
220	KEMET	A700X227M004ATE009	Al electrolytic	4	5	0.009	0
220	KEMET	A700X227M004ATE010	Al electrolytic	4	4.74342	0.01	0
220	KEMET	A700X227M004ATE015	Al electrolytic	4	3.87298	0.015	0
220	KEMET	A700X227M006ATE010	Al electrolytic	6.3	4.74342	0.01	0
220	KEMET	A700X227M006ATE015	Al electrolytic	6.3	3.87298	0.015	0
220	KEMET	A700X227M2R5ATE009	Al electrolytic	2.5	5	0.009	0
220	KEMET	A700X227M2R5ATE010	Al electrolytic	2.5	4.74342	0.01	0
220	KEMET	A700X227M2R5ATE015	Al electrolytic	2.5	3.87298	0.015	0
270	KEMET	A700X277M002ATE010	Al electrolytic	2	4.74342	0.01	0
270	KEMET	A700X277M002ATE012	Al electrolytic	2	4.33013	0.012	0
270	KEMET	A700X277M002ATE015	Al electrolytic	2	3.87298	0.015	0
270	KEMET	A700X277M004ATE010	Al electrolytic	4	4.74342	0.01	0
270	KEMET	A700X277M004ATE015	Al electrolytic	4	3.87298	0.015	0
330	KEMET	A700X337M002ATE010	Al electrolytic	2	4.74342	0.01	0
330	KEMET	A700X337M002ATE015	Al electrolytic	2	3.87298	0.015	0
330	KEMET	A700X337M004ATE008	Al electrolytic	4	5.3033	0.008	0
330	KEMET	A700X337M004ATE010	Al electrolytic	4	4.74342	0.01	0
330	KEMET	A700X337M004ATE015	Al electrolytic	4	3.87298	0.015	0
330	KEMET	A700X337M2R5ATE010	Al electrolytic	2.5	4.74342	0.01	0
330	KEMET	A700X337M2R5ATE015	Al electrolytic	2.5	3.87298	0.015	0
390	KEMET	A700X397M002ATE010	Al electrolytic	2	4.74342	0.01	0
390	KEMET	A700X397M002ATE015	Al electrolytic	2	3.87298	0.015	0
470	KEMET	A700X477M002ATE005	Al electrolytic	2	6.7082	0.005	0
470	KEMET	A700X477M002ATE007	Al electrolytic	2	5.66947	0.007	0
470	KEMET	A700X477M002ATE010	Al electrolytic	2	4.74342	0.01	0
470	KEMET	A700X477M002ATE015	Al electrolytic	2	3.87298	0.015	0
560	KEMET	A700X567M002ATE005	Al electrolytic	2	6.7082	0.005	0
0.01	KEMET	C0201C103K4PAC	X5R	16	0.647	0.0322889	0
0.01	KEMET	C0201C103K7PAC	X5R	4	0.162	0.0322889	0
0.01	KEMET	C0201C103K8PAC	X5R	10	0.405	0.0322889	0
0.01	KEMET	C0201C103K9PAC	X5R	6.3	0.255	0.0322889	0
0.1	KEMET	C0201C104K7PAC	X5R	4	1.62	0.00502825	0
0.1	KEMET	C0201C104K9PAC	X5R	6.3	2.55	0.00502825	0
0.001	KEMET	C0402C102K3RAC	X7R	25	0.0631	3.62516	0
0.001	KEMET	C0402C102K4RAC	X7R	16	0.0631	3.62516	0
0.001	KEMET	C0402C102K5RAC	X7R	50	0.0631	3.62516	0
0.001	KEMET	C0402C102K8RAC	X7R	10	0.0407	3.62516	0
0.001	KEMET	C0402C102K9RAC	X7R	6.3	0.0257	3.62516	0
0.01	KEMET	C0402C103K3RAC	X7R	25	0.269	0.741113	0
0.01	KEMET	C0402C103K4PAC	X5R	16	0.648	0.395426	0
0.01	KEMET	C0402C103K4RAC	X7R	16	0.269	0.741113	0
0.01	KEMET	C0402C103K5RAC	X7R	50	0.269	0.741113	0
0.01	KEMET	C0402C103K7PAC	X5R	4	0.162	0.395426	0
0.01	KEMET	C0402C103K8PAC	X5R	10	0.405	0.395426	0
0.01	KEMET	C0402C103K8RAC	X7R	10	0.269	0.741113	0
0.01	KEMET	C0402C103K9PAC	X5R	6.3	0.255	0.395426	0
0.01	KEMET	C0402C103K9RAC	X7R	6.3	0.255	0.741113	0
0.1	KEMET	C0402C104K4PAC	X5R	16	3.85	0.0464862	0
0.1	KEMET	C0402C104K4RAC	X7R	16	4.39	0.0357547	0
0.1	KEMET	C0402C104K7PAC	X5R	4	1.62	0.0464862	0
0.1	KEMET	C0402C104K8PAC	X5R	10	3.85	0.0464862	0
0.1	KEMET	C0402C104K8RAC	X7R	10	4.04	0.0357547	0
0.1	KEMET	C0402C104K9PAC	X5R	6.3	2.55	0.0464862	0
0.1	KEMET	C0402C104K9RAC	X7R	6.3	2.55	0.0357547	0
1	KEMET	C0402C105K7PAC	X5R	4	7.34	0.0136913	0
1	KEMET	C0402C105K8PAC	X5R	10	8.5	0.0114292	0
1	KEMET	C0402C105K9PAC	X5R	6.3	7.34	0.0136913	0
0.0012	KEMET	C0402C122K3RAC	X7R	25	0.0742	3.04503	0
0.0012	KEMET	C0402C122K4RAC	X7R	16	0.0742	3.04503	0
0.0012	KEMET	C0402C122K5RAC	X7R	50	0.0742	3.04503	0
0.0012	KEMET	C0402C122K8RAC	X7R	10	0.0488	3.04503	0
0.0012	KEMET	C0402C122K9RAC	X7R	6.3	0.0308	3.04503	0
0.012	KEMET	C0402C123K4PAC	X5R	16	0.777	0.32914	0
0.012	KEMET	C0402C123K4RAC	X7R	16	0.702	0.375068	0
0.012	KEMET	C0402C123K5RAC	X7R	50	0.798	0.295522	0
0.012	KEMET	C0402C123K7PAC	X5R	4	0.194	0.32914	0
0.012	KEMET	C0402C123K8PAC	X5R	10	0.486	0.32914	0
0.012	KEMET	C0402C123K8RAC	X7R	10	0.485	0.375068	0
0.012	KEMET	C0402C123K9PAC	X5R	6.3	0.306	0.32914	0
0.012	KEMET	C0402C123K9RAC	X7R	6.3	0.306	0.375068	0
0.12	KEMET	C0402C124K7PAC	X5R	4	1.94	0.0479709	0
0.12	KEMET	C0402C124K9PAC	X5R	6.3	3.06	0.0479709	0
